user_id,market,market_1,log_in_date
SZ-200351,APAC,APAC,2011-03-29T00:00:00
AF-108701,APAC,APAC,2011-03-30T00:00:00
BF-110801,APAC,APAC,2011-03-30T00:00:00
GT-147551,APAC,APAC,2011-03-30T00:00:00
MH-177851,APAC,APAC,2011-03-30T00:00:00
VG-217901,APAC,APAC,2011-03-30T00:00:00
RM-197501,APAC,APAC,2011-03-31T00:00:00
RW-195401,APAC,APAC,2011-03-31T00:00:00
PA-190601,APAC,APAC,2011-04-01T00:00:00
RP-192701,APAC,APAC,2011-04-01T00:00:00
EB-138701,APAC,APAC,2011-04-02T00:00:00
HL-150401,APAC,APAC,2011-04-02T00:00:00
PC-187451,APAC,APAC,2011-04-02T00:00:00
TM-214901,APAC,APAC,2011-04-02T00:00:00
BM-115751,APAC,APAC,2011-04-03T00:00:00
EH-141851,APAC,APAC,2011-04-04T00:00:00
BB-109901,APAC,APAC,2011-04-05T00:00:00
MM-179201,APAC,APAC,2011-04-05T00:00:00
PG-188951,APAC,APAC,2011-04-05T00:00:00
TH-211151,APAC,APAC,2011-04-05T00:00:00
JS-160301,APAC,APAC,2011-04-06T00:00:00
VS-218201,APAC,APAC,2011-04-08T00:00:00
CM-127151,APAC,APAC,2011-04-09T00:00:00
SS-208751,APAC,APAC,2011-04-11T00:00:00
CH-120701,APAC,APAC,2011-04-12T00:00:00
BE-113351,APAC,APAC,2011-04-13T00:00:00
SV-207851,APAC,APAC,2011-04-13T00:00:00
LR-169151,APAC,APAC,2011-04-14T00:00:00
LW-169901,APAC,APAC,2011-04-14T00:00:00
MG-178751,APAC,APAC,2011-04-14T00:00:00
PR-188801,APAC,APAC,2011-04-15T00:00:00
AY-105551,APAC,APAC,2011-04-16T00:00:00
PS-190451,APAC,APAC,2011-04-16T00:00:00
LO-171701,APAC,APAC,2011-04-18T00:00:00
NF-184751,APAC,APAC,2011-04-18T00:00:00
NL-183101,APAC,APAC,2011-04-18T00:00:00
BM-117851,APAC,APAC,2011-04-19T00:00:00
DB-130601,APAC,APAC,2011-04-19T00:00:00
DS-130301,APAC,APAC,2011-04-19T00:00:00
JL-158351,APAC,APAC,2011-04-19T00:00:00
HF-149951,APAC,APAC,2011-04-21T00:00:00
JM-152651,APAC,APAC,2011-04-21T00:00:00
BS-115901,APAC,APAC,2011-04-22T00:00:00
GH-144101,APAC,APAC,2011-04-22T00:00:00
GT-146351,APAC,APAC,2011-04-22T00:00:00
BC-111251,APAC,APAC,2011-04-23T00:00:00
FW-143951,APAC,APAC,2011-04-25T00:00:00
IG-150851,APAC,APAC,2011-04-25T00:00:00
JM-155801,APAC,APAC,2011-04-26T00:00:00
GH-144251,APAC,APAC,2011-04-28T00:00:00
CS-121751,APAC,APAC,2011-04-29T00:00:00
RD-199301,APAC,APAC,2011-04-30T00:00:00
JK-153251,APAC,APAC,2011-05-02T00:00:00
PL-189251,APAC,APAC,2011-05-02T00:00:00
RD-197201,APAC,APAC,2011-05-02T00:00:00
RH-194951,APAC,APAC,2011-05-02T00:00:00
VD-216701,APAC,APAC,2011-05-02T00:00:00
AJ-107951,APAC,APAC,2011-05-03T00:00:00
AR-105101,APAC,APAC,2011-05-03T00:00:00
JM-152651,APAC,APAC,2011-05-03T00:00:00
JR-156701,APAC,APAC,2011-05-03T00:00:00
HG-148451,APAC,APAC,2011-05-04T00:00:00
CC-126701,APAC,APAC,2011-05-05T00:00:00
AS-102851,APAC,APAC,2011-05-06T00:00:00
LD-170051,APAC,APAC,2011-05-06T00:00:00
LO-171701,APAC,APAC,2011-05-06T00:00:00
MM-172601,APAC,APAC,2011-05-06T00:00:00
TC-209801,APAC,APAC,2011-05-06T00:00:00
MC-181001,APAC,APAC,2011-05-08T00:00:00
JL-151751,APAC,APAC,2011-05-09T00:00:00
SC-204401,APAC,APAC,2011-05-09T00:00:00
TT-212651,APAC,APAC,2011-05-09T00:00:00
EM-142001,APAC,APAC,2011-05-10T00:00:00
MK-179051,APAC,APAC,2011-05-10T00:00:00
ON-187151,APAC,APAC,2011-05-10T00:00:00
PS-187601,APAC,APAC,2011-05-10T00:00:00
AM-103601,APAC,APAC,2011-05-11T00:00:00
JH-159101,APAC,APAC,2011-05-12T00:00:00
MS-173651,APAC,APAC,2011-05-12T00:00:00
PB-192101,APAC,APAC,2011-05-12T00:00:00
SC-200951,APAC,APAC,2011-05-12T00:00:00
NC-186251,APAC,APAC,2011-05-13T00:00:00
JM-155801,APAC,APAC,2011-05-14T00:00:00
NC-183401,APAC,APAC,2011-05-16T00:00:00
EL-137351,APAC,APAC,2011-05-18T00:00:00
GP-147401,APAC,APAC,2011-05-18T00:00:00
JJ-154451,APAC,APAC,2011-05-18T00:00:00
KB-166001,APAC,APAC,2011-05-18T00:00:00
MH-174401,APAC,APAC,2011-05-18T00:00:00
ES-140201,APAC,APAC,2011-05-19T00:00:00
KC-162551,APAC,APAC,2011-05-19T00:00:00
LP-170801,APAC,APAC,2011-05-19T00:00:00
PG-188201,APAC,APAC,2011-05-19T00:00:00
TH-212351,APAC,APAC,2011-05-19T00:00:00
MA-175601,APAC,APAC,2011-05-20T00:00:00
EP-139151,APAC,APAC,2011-05-21T00:00:00
MZ-175151,APAC,APAC,2011-05-21T00:00:00
BW-111101,APAC,APAC,2011-05-23T00:00:00
KM-167201,APAC,APAC,2011-05-23T00:00:00
RE-194051,APAC,APAC,2011-05-23T00:00:00
SW-204551,APAC,APAC,2011-05-23T00:00:00
DB-134051,APAC,APAC,2011-05-24T00:00:00
DO-136451,APAC,APAC,2011-05-24T00:00:00
EH-139901,APAC,APAC,2011-05-24T00:00:00
HA-149201,APAC,APAC,2011-05-24T00:00:00
MW-182351,APAC,APAC,2011-05-24T00:00:00
RO-197801,APAC,APAC,2011-05-24T00:00:00
AG-104951,APAC,APAC,2011-05-26T00:00:00
BD-117701,APAC,APAC,2011-05-26T00:00:00
RW-195401,APAC,APAC,2011-05-27T00:00:00
EM-139601,APAC,APAC,2011-05-28T00:00:00
AF-108701,APAC,APAC,2011-05-30T00:00:00
FH-143651,APAC,APAC,2011-05-30T00:00:00
JE-157151,APAC,APAC,2011-05-30T00:00:00
JS-158801,APAC,APAC,2011-05-30T00:00:00
RF-193451,APAC,APAC,2011-05-30T00:00:00
ST-205301,APAC,APAC,2011-05-30T00:00:00
AH-104651,APAC,APAC,2011-05-31T00:00:00
ES-140801,APAC,APAC,2011-05-31T00:00:00
GH-144251,APAC,APAC,2011-05-31T00:00:00
ME-173201,APAC,APAC,2011-05-31T00:00:00
AB-100601,APAC,APAC,2011-06-01T00:00:00
EB-139301,APAC,APAC,2011-06-01T00:00:00
MC-174251,APAC,APAC,2011-06-01T00:00:00
AT-104351,APAC,APAC,2011-06-02T00:00:00
BS-117551,APAC,APAC,2011-06-02T00:00:00
DW-135851,APAC,APAC,2011-06-02T00:00:00
JG-158051,APAC,APAC,2011-06-02T00:00:00
KH-163601,APAC,APAC,2011-06-02T00:00:00
RB-194651,APAC,APAC,2011-06-02T00:00:00
EM-141401,APAC,APAC,2011-06-03T00:00:00
MS-173651,APAC,APAC,2011-06-03T00:00:00
RF-193451,APAC,APAC,2011-06-03T00:00:00
SC-207701,APAC,APAC,2011-06-03T00:00:00
SF-200651,APAC,APAC,2011-06-03T00:00:00
SV-209351,APAC,APAC,2011-06-03T00:00:00
AS-100451,APAC,APAC,2011-06-06T00:00:00
AT-107351,APAC,APAC,2011-06-06T00:00:00
CM-121901,APAC,APAC,2011-06-06T00:00:00
JK-152051,APAC,APAC,2011-06-06T00:00:00
VM-216851,APAC,APAC,2011-06-06T00:00:00
DK-129851,APAC,APAC,2011-06-07T00:00:00
DR-129401,APAC,APAC,2011-06-07T00:00:00
DW-135851,APAC,APAC,2011-06-07T00:00:00
EH-141251,APAC,APAC,2011-06-07T00:00:00
NR-185501,APAC,APAC,2011-06-07T00:00:00
TB-213551,APAC,APAC,2011-06-07T00:00:00
SM-203201,APAC,APAC,2011-06-08T00:00:00
SW-203501,APAC,APAC,2011-06-08T00:00:00
MW-182351,APAC,APAC,2011-06-09T00:00:00
NR-185501,APAC,APAC,2011-06-09T00:00:00
ON-187151,APAC,APAC,2011-06-09T00:00:00
AR-103451,APAC,APAC,2011-06-10T00:00:00
FM-142151,APAC,APAC,2011-06-10T00:00:00
JM-155351,APAC,APAC,2011-06-10T00:00:00
JM-161951,APAC,APAC,2011-06-10T00:00:00
MG-178751,APAC,APAC,2011-06-10T00:00:00
SC-208001,APAC,APAC,2011-06-10T00:00:00
AY-105551,APAC,APAC,2011-06-13T00:00:00
JL-151301,APAC,APAC,2011-06-13T00:00:00
RB-197051,APAC,APAC,2011-06-13T00:00:00
TZ-215801,APAC,APAC,2011-06-13T00:00:00
PF-191201,APAC,APAC,2011-06-14T00:00:00
AY-105551,APAC,APAC,2011-06-15T00:00:00
GH-146651,APAC,APAC,2011-06-15T00:00:00
TS-213701,APAC,APAC,2011-06-15T00:00:00
JG-151601,APAC,APAC,2011-06-16T00:00:00
BW-111101,APAC,APAC,2011-06-17T00:00:00
CS-124601,APAC,APAC,2011-06-17T00:00:00
RE-194501,APAC,APAC,2011-06-17T00:00:00
SW-202751,APAC,APAC,2011-06-17T00:00:00
JM-152651,APAC,APAC,2011-06-20T00:00:00
PJ-188351,APAC,APAC,2011-06-20T00:00:00
AI-108551,APAC,APAC,2011-06-21T00:00:00
CT-119951,APAC,APAC,2011-06-21T00:00:00
JP-161351,APAC,APAC,2011-06-21T00:00:00
NC-185351,APAC,APAC,2011-06-21T00:00:00
SA-208301,APAC,APAC,2011-06-21T00:00:00
AR-104051,APAC,APAC,2011-06-22T00:00:00
GW-146051,APAC,APAC,2011-06-22T00:00:00
RR-193151,APAC,APAC,2011-06-22T00:00:00
SC-202301,APAC,APAC,2011-06-22T00:00:00
SG-206051,APAC,APAC,2011-06-22T00:00:00
SS-201401,APAC,APAC,2011-06-22T00:00:00
CA-122651,APAC,APAC,2011-06-23T00:00:00
DK-129851,APAC,APAC,2011-06-23T00:00:00
TS-214301,APAC,APAC,2011-06-23T00:00:00
AA-104801,APAC,APAC,2011-06-24T00:00:00
BH-117101,APAC,APAC,2011-06-24T00:00:00
TB-215201,APAC,APAC,2011-06-24T00:00:00
GW-146051,APAC,APAC,2011-06-25T00:00:00
JS-160301,APAC,APAC,2011-06-25T00:00:00
CR-126251,APAC,APAC,2011-06-27T00:00:00
JD-160151,APAC,APAC,2011-06-27T00:00:00
KW-165701,APAC,APAC,2011-06-27T00:00:00
SC-205751,APAC,APAC,2011-06-27T00:00:00
AC-106151,APAC,APAC,2011-06-28T00:00:00
MM-182801,APAC,APAC,2011-06-28T00:00:00
SB-202901,APAC,APAC,2011-06-28T00:00:00
SC-204401,APAC,APAC,2011-06-28T00:00:00
TA-213851,APAC,APAC,2011-06-28T00:00:00
BE-113351,APAC,APAC,2011-06-29T00:00:00
FP-143201,APAC,APAC,2011-06-29T00:00:00
RR-195251,APAC,APAC,2011-06-29T00:00:00
BF-111701,APAC,APAC,2011-06-30T00:00:00
NG-184301,APAC,APAC,2011-06-30T00:00:00
PM-191351,APAC,APAC,2011-06-30T00:00:00
MP-181751,APAC,APAC,2011-07-01T00:00:00
LH-171551,APAC,APAC,2011-07-02T00:00:00
AA-103151,APAC,APAC,2011-07-04T00:00:00
JS-160301,APAC,APAC,2011-07-04T00:00:00
AB-106001,APAC,APAC,2011-07-05T00:00:00
CK-127601,APAC,APAC,2011-07-05T00:00:00
GH-146651,APAC,APAC,2011-07-05T00:00:00
LH-169001,APAC,APAC,2011-07-05T00:00:00
CL-118901,APAC,APAC,2011-07-06T00:00:00
JD-157901,APAC,APAC,2011-07-06T00:00:00
MT-180701,APAC,APAC,2011-07-06T00:00:00
RB-193301,APAC,APAC,2011-07-07T00:00:00
CM-118301,APAC,APAC,2011-07-08T00:00:00
EH-141251,APAC,APAC,2011-07-08T00:00:00
RC-198251,APAC,APAC,2011-07-08T00:00:00
RF-197351,APAC,APAC,2011-07-11T00:00:00
SW-202451,APAC,APAC,2011-07-11T00:00:00
DA-134501,APAC,APAC,2011-07-12T00:00:00
NM-185201,APAC,APAC,2011-07-12T00:00:00
LH-171551,APAC,APAC,2011-07-15T00:00:00
CC-126101,APAC,APAC,2011-07-16T00:00:00
KB-165851,APAC,APAC,2011-07-17T00:00:00
MG-176801,APAC,APAC,2011-07-18T00:00:00
TW-210251,APAC,APAC,2011-07-18T00:00:00
BG-117401,APAC,APAC,2011-07-19T00:00:00
PB-188051,APAC,APAC,2011-07-19T00:00:00
AS-102251,APAC,APAC,2011-07-20T00:00:00
BS-117551,APAC,APAC,2011-07-20T00:00:00
CD-127901,APAC,APAC,2011-07-20T00:00:00
DL-128651,APAC,APAC,2011-07-20T00:00:00
TH-215501,APAC,APAC,2011-07-20T00:00:00
AA-106451,APAC,APAC,2011-07-21T00:00:00
LD-168551,APAC,APAC,2011-07-23T00:00:00
AG-103001,APAC,APAC,2011-07-25T00:00:00
AR-105101,APAC,APAC,2011-07-25T00:00:00
DK-131501,APAC,APAC,2011-07-25T00:00:00
ML-182651,APAC,APAC,2011-07-25T00:00:00
DO-134351,APAC,APAC,2011-07-26T00:00:00
MC-178451,APAC,APAC,2011-07-27T00:00:00
MW-182201,APAC,APAC,2011-07-27T00:00:00
MZ-173351,APAC,APAC,2011-07-27T00:00:00
BD-115001,APAC,APAC,2011-07-28T00:00:00
BM-117851,APAC,APAC,2011-07-28T00:00:00
HG-148451,APAC,APAC,2011-07-28T00:00:00
CM-121901,APAC,APAC,2011-07-29T00:00:00
NF-184751,APAC,APAC,2011-07-29T00:00:00
SC-207251,APAC,APAC,2011-07-29T00:00:00
VM-216851,APAC,APAC,2011-07-29T00:00:00
CR-126251,APAC,APAC,2011-07-30T00:00:00
DL-134951,APAC,APAC,2011-07-30T00:00:00
HJ-148751,APAC,APAC,2011-07-30T00:00:00
RP-192701,APAC,APAC,2011-07-31T00:00:00
JF-155651,APAC,APAC,2011-08-01T00:00:00
MT-178151,APAC,APAC,2011-08-01T00:00:00
JF-154901,APAC,APAC,2011-08-02T00:00:00
QJ-192551,APAC,APAC,2011-08-02T00:00:00
RH-194951,APAC,APAC,2011-08-02T00:00:00
VF-217151,APAC,APAC,2011-08-02T00:00:00
VG-218051,APAC,APAC,2011-08-02T00:00:00
DM-135251,APAC,APAC,2011-08-03T00:00:00
GG-146501,APAC,APAC,2011-08-03T00:00:00
JG-158051,APAC,APAC,2011-08-03T00:00:00
KN-167051,APAC,APAC,2011-08-03T00:00:00
LH-171551,APAC,APAC,2011-08-03T00:00:00
BM-117851,APAC,APAC,2011-08-04T00:00:00
EN-137801,APAC,APAC,2011-08-04T00:00:00
KA-165251,APAC,APAC,2011-08-04T00:00:00
PW-190301,APAC,APAC,2011-08-04T00:00:00
RB-194351,APAC,APAC,2011-08-04T00:00:00
HH-150101,APAC,APAC,2011-08-05T00:00:00
NP-183251,APAC,APAC,2011-08-05T00:00:00
TH-211001,APAC,APAC,2011-08-05T00:00:00
JG-151601,APAC,APAC,2011-08-06T00:00:00
JW-160751,APAC,APAC,2011-08-06T00:00:00
BF-109751,APAC,APAC,2011-08-08T00:00:00
GM-144401,APAC,APAC,2011-08-08T00:00:00
KM-166601,APAC,APAC,2011-08-08T00:00:00
KH-163301,APAC,APAC,2011-08-09T00:00:00
PN-187751,APAC,APAC,2011-08-09T00:00:00
SA-208301,APAC,APAC,2011-08-09T00:00:00
HZ-149501,APAC,APAC,2011-08-10T00:00:00
RB-193601,APAC,APAC,2011-08-10T00:00:00
DS-131801,APAC,APAC,2011-08-11T00:00:00
JM-152501,APAC,APAC,2011-08-11T00:00:00
LC-169301,APAC,APAC,2011-08-11T00:00:00
MV-181901,APAC,APAC,2011-08-11T00:00:00
TP-214151,APAC,APAC,2011-08-11T00:00:00
CR-125801,APAC,APAC,2011-08-12T00:00:00
MA-175601,APAC,APAC,2011-08-12T00:00:00
MG-176501,APAC,APAC,2011-08-12T00:00:00
SN-205601,APAC,APAC,2011-08-12T00:00:00
TB-211751,APAC,APAC,2011-08-12T00:00:00
CC-124751,APAC,APAC,2011-08-13T00:00:00
DG-133001,APAC,APAC,2011-08-13T00:00:00
HM-149801,APAC,APAC,2011-08-15T00:00:00
KH-166901,APAC,APAC,2011-08-15T00:00:00
LE-168101,APAC,APAC,2011-08-15T00:00:00
AS-100901,APAC,APAC,2011-08-16T00:00:00
KB-166001,APAC,APAC,2011-08-16T00:00:00
KC-162551,APAC,APAC,2011-08-16T00:00:00
DV-130451,APAC,APAC,2011-08-17T00:00:00
RS-194201,APAC,APAC,2011-08-17T00:00:00
SF-209651,APAC,APAC,2011-08-17T00:00:00
TC-212951,APAC,APAC,2011-08-17T00:00:00
CK-127601,APAC,APAC,2011-08-18T00:00:00
EP-139151,APAC,APAC,2011-08-18T00:00:00
RB-193601,APAC,APAC,2011-08-18T00:00:00
SH-203951,APAC,APAC,2011-08-18T00:00:00
SJ-205001,APAC,APAC,2011-08-18T00:00:00
TB-211751,APAC,APAC,2011-08-18T00:00:00
TW-210251,APAC,APAC,2011-08-18T00:00:00
VF-217151,APAC,APAC,2011-08-18T00:00:00
CB-120251,APAC,APAC,2011-08-19T00:00:00
CS-118451,APAC,APAC,2011-08-19T00:00:00
SV-208151,APAC,APAC,2011-08-19T00:00:00
TH-212351,APAC,APAC,2011-08-19T00:00:00
EH-139901,APAC,APAC,2011-08-20T00:00:00
VP-217301,APAC,APAC,2011-08-20T00:00:00
LP-170801,APAC,APAC,2011-08-21T00:00:00
CC-121451,APAC,APAC,2011-08-22T00:00:00
DM-129551,APAC,APAC,2011-08-22T00:00:00
DR-128801,APAC,APAC,2011-08-22T00:00:00
RS-194201,APAC,APAC,2011-08-22T00:00:00
AH-100751,APAC,APAC,2011-08-23T00:00:00
EM-138101,APAC,APAC,2011-08-23T00:00:00
SN-205601,APAC,APAC,2011-08-23T00:00:00
DK-129851,APAC,APAC,2011-08-24T00:00:00
AR-105701,APAC,APAC,2011-08-25T00:00:00
CM-119351,APAC,APAC,2011-08-25T00:00:00
CS-122501,APAC,APAC,2011-08-25T00:00:00
CW-119051,APAC,APAC,2011-08-25T00:00:00
MP-181751,APAC,APAC,2011-08-25T00:00:00
SC-206801,APAC,APAC,2011-08-25T00:00:00
DS-130301,APAC,APAC,2011-08-26T00:00:00
SC-205751,APAC,APAC,2011-08-26T00:00:00
SD-204851,APAC,APAC,2011-08-26T00:00:00
BP-112901,APAC,APAC,2011-08-27T00:00:00
HM-148601,APAC,APAC,2011-08-27T00:00:00
BM-115751,APAC,APAC,2011-08-29T00:00:00
CC-123701,APAC,APAC,2011-08-29T00:00:00
KC-162551,APAC,APAC,2011-08-29T00:00:00
SH-203951,APAC,APAC,2011-08-29T00:00:00
SM-200051,APAC,APAC,2011-08-29T00:00:00
TZ-214451,APAC,APAC,2011-08-29T00:00:00
BT-114401,APAC,APAC,2011-08-30T00:00:00
CA-122651,APAC,APAC,2011-08-30T00:00:00
ST-205301,APAC,APAC,2011-08-30T00:00:00
TS-216101,APAC,APAC,2011-08-30T00:00:00
TZ-214451,APAC,APAC,2011-08-30T00:00:00
AM-107051,APAC,APAC,2011-08-31T00:00:00
BD-117251,APAC,APAC,2011-08-31T00:00:00
BG-117401,APAC,APAC,2011-08-31T00:00:00
LC-169301,APAC,APAC,2011-08-31T00:00:00
PC-190001,APAC,APAC,2011-08-31T00:00:00
